pageid,title,wikitext,anlam,parcalar,yeni_parcalar,degisti_mi,muhtemel aynılar
231157,"Fala inanma, falsız kalma",#ERROR!,"# Fal inanılacak şey değildir. Ancak kişi oyalanmak, yalan da olsa geleceği üzerine bir şeyler dinlemek ister. Bunu da hoş görmek gerekir. ","fal, inanılacak, değildir, değil, ancak, kişi, oyalanmak, oyalamak, yalan, olsa, olmak, geleceği, gelecek, üzerine, bir, şeyler, şey, dinlemek, ister, bunu, bun, hoş, görmek, gerekir","fal, inanılacak, değildir, değil, ancak, kişi, oyalanmak, yalan, olsa, olmak, geleceği, gelecek, üzerine, bir, şeyler, şey, dinlemek, ister, bunu, hoş, görmek, gerekir",1,"('Fala inanma,falsız da kalma', 92, 181559)"
181559,"Fala inanma,falsız da kalma",#ERROR!,"# ""Fala inanmak doğru değildir,aslı yoktur.Yine de insan güzel sözler duymaktan hoşlanır"" anlamında bir söz.","fala, fal, inanmak, doğru, değildir, değil, aslı, yoktur, yok, yine, insan, güzel, sözler, söz, duymaktan, duymak, hoşlanır, hoşlanmak, anlamında, anlam, bir, söz","fala, fal, inanmak, doğru, değildir, değil, aslı, yoktur, yok, yine, insan, güzel, sözler, söz, duymaktan, duymak, hoşlanır, hoşlanmak",1,
181560,Fare çıktığı deliği bilir,#ERROR!,"# ""Toplumun onaylamadığı işleri yapanlar, sıkıştıkları zaman nasıl hareket edeceklerini önceden hesaplarlar"" anlamında bir söz.","toplumun, toplum, onaylamadığı, onaylamak, işleri, iş, yapanlar, sıkıştıkları, sıkışmak, zaman, hareket, edeceklerini, önceden, hesaplarlar, hesaplamak, anlamında, anlam, bir, söz","toplumun, toplum, onaylamadığı, onaylamak, işleri, iş, yapanlar, sıkıştıkları, sıkışmak, zaman, hareket, edeceklerini, önceden, hesaplarlar, hesaplamak",1,"('Sıçan çıktığı deliği bilir', 86, 229907)"
216927,"Fare deliğe sığmamış, bir de kuyruğuna kabak bağlamış",#ERROR!,"# ""Yapamayacağı kadar ağır bir işi varken başka bir iş daha yüklenmiş"" anlamında kullanılan bir söz.  # ""Kendisi sığıntı durumundayken yanına bir kişi daha almış"" anlamında kullanılan bir söz.","yapamayacağı, kadar, ağır, bir, işi, iş, varken, var, başka, bir, iş, yüklenmiş, yüklemek, anlamında, anlam, kullanılan, kul, bir, söz, kendisi, kendi, sığıntı, durumundayken, durum, yanına, yan, bir, kişi, almış, almak, anlamında, anlam, kullanılan, kul, bir, söz","yapamayacağı, kadar, ağır, bir, işi, iş, varken, var, başka, bir, iş, yüklenmiş, yüklemek, kendisi, kendi, sığıntı, durumundayken, durum, yanına, yan, bir, kişi, almış, almak",1,
231158,Farz sünneti bastırır,#ERROR!,"# Çok önemli olan bir işin, daha az önemli olandan önce yapılması gerekir. ","önemli, önem, olan, o, bir, işin, iş, önemli, önem, olandan, önce, yapılması, gerekir","önemli, önem, olan, bir, işin, iş, önemli, önem, olandan, önce, yapılması, gerekir",1,
231159,Faydasız baş mezara yaraşır,#ERROR!,"# Yaşayan kimse bir işe yaramalıdır. Bir işe yaramayan kişi, ölü kişi gibidir. ","yaşayan, kimse, bir, işe, işemek, yaramalıdır, yaramak, bir, işe, işemek, yaramayan, yaramak, kişi, ölü, kişi, gibidir, gibi","yaşayan, kimse, bir, işe, iş, yaramalıdır, yaramak, bir, işe, iş, yaramayan, yaramak, kişi, ölü, kişi, gibidir, gibi",1,"('Faydasız baş,mezara yaraşır', 100, 181561)"
181561,"Faydasız baş,mezara yaraşır",#ERROR!,"# ""hiçbir iş yapmazsan ölürsün anlamındaki söz....","hiçbir, iş, yapmazsan, yapmak, ölürsün, anlamındaki, anlam, söz","hiçbir, iş, yapmazsan, yapmak, ölürsün",1,
181562,"Fazla aş, ya karın ağrıtır ya baş",#ERROR!,"# ""Çok yemek kişinin sağlığını olumsuz yönde etkiler.Bu yüzden kararında yemek gerekir"" anlamında bir söz. # ""Herşeyin fazlası zarardır."" anlamına gelen bir söz.","yemek, kişinin, kişi, sağlığını, sağlık, olumsuz, yönde, yön, etkiler, etkilemek, yüzden, yüzde, kararında, karar, yemek, gerekir, anlamında, anlam, bir, söz, herşeyin, herşey, fazlası, fazla, zarardır, zarar, anlamına, anlam, gelen, bir, söz","yemek, kişinin, kişi, sağlığını, sağlık, olumsuz, yönde, yön, etkiler, etkilemek, yüzden, kararında, karar, yemek, gerekir, herşeyin, herşey, fazlası, fazla, zarardır, zarar",1,"('Gönülsüz yenen aş, ya karın ağrıtır ya baş', 77, 231175)"
231160,Fazla mal göz çıkarmaz,"Fazla mal kişiye zarar vermez. Bundan dolayı elden çıkarılmamalıdır. Şimdi gereksinmenin üstünde görülen malın ileride fazla olmadığı anlaşılabilir.
Kaynakça	Düzenle
Aksoy, Ömer Asım (1995). Atasözleri ve Deyimler Sözlüğü 2 Deyimler Sözlüğü. İstanbul: İnkılâp Kitabevi. ISBN 975-10-0128-5.

==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Fazla]] mal göz çıkarmaz

:[1] Fazla mal kişiye zarar vermez. Bundan dolayı elden çıkarılmamalıdır. Şimdi gereksinmenin üstünde görülen malın ileride fazla olmadığı anlaşılabilir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}",# Fazla mal kişiye zarar vermez. Bundan dolayı elden çıkarılmamalıdır. Şimdi gereksinmenin üstünde görülen malın ileride fazla olmadığı anlaşılabilir.,"fazla, mal, kişiye, kişi, zarar, vermez, vermek, bundan, bun, dolayı, elden, çıkarılmamalıdır, şimdi, gereksinmenin, gereksinmek, üstünde, üstün, görülen, görü, malın, mal, ileride, ileri, fazla, olmadığı, olmak, anlaşılabilir, an","fazla, mal, kişiye, kişi, zarar, vermez, vermek, bundan, dolayı, elden, çıkarılmamalıdır, şimdi, gereksinmenin, gereksinmek, üstünde, üst, görülen, görmek, malın, mal, ileride, ileri, fazla, olmadığı, olmak, anlaşılabilir, anlamak",1,
181563,Fazla naz âşık usandırır,#ERROR!,"# ""Kişinin kaprislerine yakınları bir süre katlanabilirler. Ama bu naz devam edecek olursa etrafındakilere de sıkıntı verir"" anlamında bir söz. #  Sürekli baş ağrısı bahane edilip keyif kaçırılan durumlarda tepki olarak kullanılabilir. #  Ortada geçerli bir sebep yokken surat asan kimselerin çevresindeki insanlar üzerinde yarattığı bıkkınlık halini ifade eder.","kişinin, kişi, kaprislerine, kapris, yakınları, yakın, bir, süre, katlanabilirler, katlamak, naz, devam, edecek, olursa, olur, etrafındakilere, etraf, sıkıntı, verir, anlamında, anlam, bir, söz, sürekli, baş, ağrısı, ağrı, bahane, edilip, keyif, kaçırılan, kaçırmak, durumlarda, durum, tepki, olarak, kullanılabilir, kul, ortada, orta, geçerli, bir, sebep, yokken, yok, surat, asan, asa, kimselerin, kimse, çevresindeki, çevre, insanlar, insan, üzerinde, yarattığı, yaratmak, bıkkınlık, bıkkın, halini, hâl, ifade, eder","kişinin, kişi, kaprislerine, kapris, yakınları, yakın, bir, süre, katlanabilirler, katlanmak, naz, devam, edecek, olursa, olumak etrafındakilere, etraf, sıkıntı, verir, sürekli, baş, ağrısı, ağrı, bahane, edilip, keyif, kaçırılan, kaçırmak, durumlarda, durum, tepki, olarak, kullanılabilir, kullanmak, ortada, orta, geçerli, bir, sebep, yokken, yok, surat, asan, asmak, kimselerin, kimse, çevresindeki, çevre, insanlar, insan, üzerinde, yarattığı, yaratmak, bıkkınlık, bıkkın, halini, hâl, ifade, eder",1,
181564,"Felek kimine kavun yedirir, kimine kelek",#ERROR!,"# ""Aynı toplumda şanslı ve şanssız kişilerin bir arada bulunmaları doğaldır"" anlamında bir söz.","aynı, toplumda, toplum, şanslı, şans, şanssız, şans, kişilerin, kişi, bir, arada, arad, bulunmaları, bulunmak, doğaldır, doğal, anlamında, anlam, bir, söz","aynı, toplumda, toplum, şanslı, şans, şanssız, şans, kişilerin, kişi, bir, arada, ara, bulunmaları, bulunmak, doğaldır, doğal",1,"('Felek, kimine kavun yedirir kimine kelek', 98, 231161)"
231161,"Felek, kimine kavun yedirir kimine kelek",#ERROR!,# Bu dünyada kimi kişiler mutlu bir yaşantı içindedirler. Kimi kişiler ise talihsizdirler; ne denli çabalasalar istediklerini elde edemezler.,"dünyada, kimi, kişiler, kişi, mutlu, bir, yaşantı, içindedirler, iç, kimi, kişiler, kişi, talihsizdirler, talih, denli, çabalasalar, çabalamak, istediklerini, istemek, elde, edemezler","dünyada, kimi, kişiler, kişi, mutlu, bir, yaşantı, içindedirler, iç, kimi, kişiler, kişi, talihsizdirler, talih, denli, çabalasalar, çabalamak, istediklerini, istemek, elde, edemezler",0,
231152,Fırsat her vakit ele geçmez,#ERROR!,"# Fırsat insanın eline çok seyrek geçer. Onun için çıkan fırsatı kaçırmamak, ondan yararlanmak gerektir. ","fırsat, insanın, insan, eline, el, seyrek, geçer, onun, onmak, çıkan, çıkmak, fırsatı, fırsat, kaçırmamak, kaçırmak, ondan, on, yararlanmak, gerektir, gerek","fırsat, insanın, insan, eline, el, seyrek, geçer, onun, çıkan, çıkmak, fırsatı, fırsat, kaçırmamak, kaçırmak, ondan, yararlanmak, gerektir, gerek",1,
231153,Fırsat sakal altından geçer,#ERROR!,"# Fırsatı yakalamak, kimi kez çok kolaydır. Ancak,  zamanı kollamak gerekir. ","fırsatı, fırsat, yakalamak, kimi, kolaydır, kolay, ancak, zamanı, zaman, kollamak, gerekir","fırsatı, fırsat, yakalamak, kimi, kolaydır, kolay, ancak, zamanı, zaman, kollamak, gerekir",0,
231155,Fıs fıstığı kırıp düşman gözü çıkarmalı,#ERROR!,# Zengin olmadığınız halde zenginmişsiniz gibi davranışlarınızla sizi sevmeyenleri kıskandırabilirsiniz.,"zengin, olmadığınız, olmak, halde, hâl, zenginmişsiniz, zengi, davranışlarınızla, davranış, sizi, siz, sevmeyenleri, sevmek, kıskandırabilirsiniz, kıskanmak","zengin, olmadığınız, olmak, halde, hâl, zenginmişsiniz, zengin, davranışlarınızla, davranış, sizi, siz, sevmeyenleri, sevmek, kıskandırabilirsiniz, kıskanmak",1,
231154,Fısıltı ev yıkar,#ERROR!,"# Bir toplantıda, kimi kişilerin fısıltı ile konuşmaları, güvensizlik havası yaratır; toplantının dağılmasına yol açar. ","bir, toplantıda, toplantı, kimi, kişilerin, kişi, fısıltı, konuşmaları, konuşmak, güvensizlik, güven, havası, havas, yaratır, yaratmak, toplantının, toplantı, dağılmasına, dağılmak, yol, açar","bir, toplantıda, toplantı, kimi, kişilerin, kişi, fısıltı, konuşmaları, konuşmak, güvensizlik, güven, havası, hava, yaratır, yaratmak, toplantının, toplantı, dağılmasına, dağılmak, yol, açar",1,
231162,Fincancı katırını ürküten sayısız dayak yer,#ERROR!,# Eylemiyle bir düzene zarar veren kişi ağır biçimde cezalandırılır.,"eylemiyle, eylem, bir, düzene, düzen, zarar, veren, vere, kişi, ağır, biçimde, biçim, cezalandırılır, ceza","eylemiyle, eylem, bir, düzene, düzen, zarar, veren, vermek, kişi, ağır, biçimde, biçim, cezalandırılır, cezalandırmak",1,
181565,"Fukaranın düşkünü, beyaz giyer kış günü",#ERROR!,"# ""Toplumda saygın bir yeri olan kişiler, mevki kaybına uğradıklarında aykırı davranmaktan çekinmezler"" anlamında bir söz.","toplumda, toplum, saygın, bir, yeri, yer, olan, o, kişiler, kişi, mevki, kaybına, kayıp, uğradıklarında, uğramak, aykırı, davranmaktan, davranmak, çekinmezler, çekinmek, anlamında, anlam, bir, söz","toplumda, toplum, saygın, bir, yeri, yer, olan, kişiler, kişi, mevki, kaybına, kayıp, uğradıklarında, uğramak, aykırı, davranmaktan, davranmak, çekinmezler, çekinmek",1,
162882,Fukaranın tavuğu tek tek yumurtlar,"{{Haftanın Atasözü|46|2007}}
==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü|baş=[[fukara|Fukaranın]] [[tavuk|tavuğu]] [[tek tek]] [[yumurtlamak|yumurtlar]]}}

# Kişinin içinde bulunduğu çevrenin ekonomik ve sosyal yapısı, ulaşılan sonuçların niteliğini etkiler.","# Kişinin içinde bulunduğu çevrenin ekonomik ve sosyal yapısı, ulaşılan sonuçların niteliğini etkiler.","kişinin, kişi, içinde, bulunduğu, bulunmak, çevrenin, çevren, ekonomik, sosyal, yapısı, yapı, ulaşılan, u, sonuçların, sonuç, niteliğini, nitelik, etkiler, etkilemek","kişinin, kişi, içinde, bulunduğu, bulunmak, çevrenin, çevre, ekonomik, sosyal, yapısı, yapı, ulaşılan, ulaşmak, sonuçların, sonuç, niteliğini, nitelik, etkiler, etkilemek",1,
231227,"Gafile kelam, nafile kelam",#ERROR!,,,,0,
231228,Gammaz olmasa tilki pazarda gezer,#ERROR!,"# Gizli, yasa dışı yollarla çıkarını sağlayan kişi, yakayı ele vereceğinden korkmasa bu işleri açıktan açığa yapar. ","gizli, yasa, dışı, dış, yollarla, yol, çıkarını, çıkar, sağlayan, kişi, yakayı, yaka, ele, elemek, vereceğinden, verecek, korkmasa, korkmak, işleri, iş, açıktan, açığa, açık, yapar","gizli, yasa, dışı, dış, yollarla, yol, çıkarını, çıkar, sağlayan, kişi, yakayı, yaka, ele, el, vereceğinden, vermek, korkmasa, korkmak, işleri, iş, açıktan, açığa, açık, yapar",1,
231229,Garibe bir selam bin altın değer,#ERROR!,"# Yabancı yerde tek başına kalan kişiye karşı gösterilecek küçük bir ilgi, bir hal hatır sorma, enbüyük iyilik yerine geçer. ","yabancı, yerde, yer, tek, başına, baş, kalan, kişiye, kişi, karşı, gösterilecek, küçük, bir, ilgi, i̇lgi, bir, hal, hâl, hatır, sorma, sormak, enbüyük, iyilik, iyi, yerine, geçer","yabancı, yerde, yer, tek, başına, baş, kalan, kişiye, kişi, karşı, gösterilecek, küçük, bir, ilgi, i̇lgi, bir, hal, hâl, hatır, sorma, sormak, büyük, iyilik, iyi, yerine, geçer",1,
181568,Garibin yardımcısı Allah'tır,#ERROR!,"# ""Garip kişilerin yardımına gönlündeki inancın büyüklüğü oranında ancak Allah yardım eder"" anlamında bir söz.","garip, kişilerin, kişi, yardımına, yardım, gönlündeki, gönül, inancın, inanç, büyüklüğü, büyük, oranında, oran, ancak, allah, yardım, eder, anlamında, anlam, bir, söz","garip, kişilerin, kişi, yardımına, yardım, gönlündeki, gönül, inancın, inanç, büyüklüğü, büyük, oranında, oran, ancak, allah, yardım, eder",1,
231230,Garip itin kuyruğu bacağı arasında gerek,#ERROR!,"# Sığıntı durumunda olan kişi, yabancı bir yerde hiçbir şeye karışmamalı, sessiz, kendi halinde yaşamalıdır. ","sığıntı, durumunda, durum, olan, o, kişi, yabancı, bir, yerde, yer, hiçbir, şeye, şey, karışmamalı, karışmak, sessiz, kendi, halinde, hâl, yaşamalıdır, yaşamak","sığıntı, durumunda, durum, olan, kişi, yabancı, bir, yerde, yer, hiçbir, şeye, şey, karışmamalı, karışmak, sessiz, kendi, halinde, hâl, yaşamalıdır, yaşamak",1,
231231,"Garip kim, kör o",#ERROR!,"# Bir yere yeni gelen yabancı, orada satın alınacak şeylerin nerede bulunduğunu, kendi davranışlarında nelere uyması gerektiğini bilmeyen kör gibidir. ","bir, yere, yer, yeni, gelen, yabancı, orada, ora, satın, satı, alınacak, şeylerin, şey, bulunduğunu, bulunmak, kendi, davranışlarında, davranış, nelere, neler, uyması, uymak, gerektiğini, gerekmek, bilmeyen, bilmek, kör, gibidir, gibi","bir, yere, yer, yeni, gelen, yabancı, orada, ora, satın, alınacak, şeylerin, şey, bulunduğunu, bulunmak, kendi, davranışlarında, davranış, nelere, neler, uyması, uymak, gerektiğini, gerekmek, bilmeyen, bilmek, kör, gibidir, gibi",1,
181569,Garip kuşun yuvasını Allah yapar,#ERROR!,"# ""Tanrı'ya inanmış kişileri,tanrı sıkıntı içinde bırakmaz.Onlar bir süre sıkılsalar da Tanrı bir yerden bir şey bağışlayarak sıkıntılarını ya kaldırır ya da hafifletir"" anlamında bir söz.","tanrı, inanmış, inan, kişileri, kişi, tanrı, sıkıntı, içinde, bırakmaz, bırakmak, onlar, on, bir, süre, sıkılsalar, sıkılmak, tanrı, bir, yerden, yer, bir, bağışlayarak, bağışlamak, sıkıntılarını, sıkıntı, kaldırır, kaldırmak, hafifletir, hafiflemek, anlamında, anlam, bir, söz","tanrı, inanmış, inanmak, kişileri, kişi, tanrı, sıkıntı, içinde, bırakmaz, bırakmak, onlar, bir, süre, sıkılsalar, sıkılmak, tanrı, bir, yerden, yer, bir, bağışlayarak, bağışlamak, sıkıntılarını, sıkıntı, kaldırır, kaldırmak, hafifletir, hafiflemek",1,
231232,Gavura kızıp oruç yenmez,#ERROR!,# Başkasının sizi ilgilendirmeyen tutumuna kızarak çok önemli olan ödevinizi yapmamanız doğru değildir.,"başkasının, başka, sizi, siz, ilgilendirmeyen, ilgilenmek, tutumuna, tutum, kızarak, kızmak, önemli, önem, olan, o, ödevinizi, ödev, yapmamanız, yapmak, doğru, değildir, değil","başkasının, başka, sizi, siz, ilgilendirmeyen, ilgilenmek, tutumuna, tutum, kızarak, kızmak, önemli, önem, olan, ödevinizi, ödev, yapmamanız, yapmak, doğru, değildir, değil",1,
231233,Gavurun ekmeğini yiyen gavurun kılıcını çalar,#ERROR!,"# Kişi, inançları ayrı da olsa, geçimini sağlayan kimsenin yanlısı olur, ona hizmet eder. ","kişi, inançları, i̇nanç, ayrı, olsa, olmak, geçimini, geçim, sağlayan, kimsenin, kimse, yanlısı, yanlı, olur, ona, onamak, hizmet, eder","kişi, inançları, i̇nanç, ayrı, olsa, olmak, geçimini, geçim, sağlayan, kimsenin, kimse, yanlısı, yanlı, olur, ona, hizmet, eder",1,
231234,"Gavurun tembeli keşiş, Müslümanın tembeli derviş olur",#ERROR!,"# Hristiyanlar arasında keşişler, Müslümanlar arasında dervişler tembel kişilerdir. Çünkü bir köşeye çekilip otururlar; şunun bunun verdikleriyle geçinirler. ","hristiyanlar, hristiyan, arasında, aras, keşişler, keşiş, müslümanlar, müslüman, arasında, aras, dervişler, derviş, tembel, kişilerdir, kişi, bir, köşeye, köşe, çekilip, çekilmek, otururlar, şunun, şunu, bunun, bun, verdikleriyle, vermek, geçinirler, geçinmek","hristiyanlar, hristiyan, arasında, ara, keşişler, keşiş, müslümanlar, müslüman, arasında, ara, dervişler, derviş, tembel, kişilerdir, kişi, bir, köşeye, köşe, çekilip, çekilmek, otururlar, şunun, şu, bunun, bu, verdikleriyle, vermek, geçinirler, geçinmek",1,"(""Gavurun tembeli keşiş,Müslüman'ın tembeli derviş"", 93, 181570)"
181570,"Gavurun tembeli keşiş,Müslüman'ın tembeli derviş",#ERROR!,"# ""Bütün dinler çalışmayı emreder. Bazı kimseler ise dini çıkarları doğrultusunda kullanıp, çalışmadan yaşamanın yollarını bulurlar ki kendileri için çok kötü bir davranışı gerçekleştirmiş olurlar"" anlamında bir söz. # Kendini büsbütün ibadete verip, dünyadan elini eteğini çeken kişiler için kinaye yollu söylenir.","bütün, dinler, din, çalışmayı, çalışmak, emreder, emretmek, kimseler, kimse, dini, dinî, çıkarları, çıkar, doğrultusunda, doğrultu, kullanıp, kul, çalışmadan, çalışmak, yaşamanın, yaşamak, yollarını, yol, bulurlar, kendileri, kendi, kötü, bir, davranışı, davranış, gerçekleştirmiş, gerçek, olurlar, olurlamak, anlamında, anlam, bir, söz, kendini, kendi, büsbütün, ibadete, ibadet, verip, dünyadan, dünya, elini, el, eteğini, etek, çeken, kişiler, kişi, kinaye, yollu, yol, söylenir","bütün, dinler, din, çalışmayı, çalışmak, emreder, emretmek, kimseler, kimse, dini, dinî, çıkarları, çıkar, doğrultusunda, doğrultu, kullanıp, kullanmak, çalışmadan, çalışmak, yaşamanın, yaşamak, yollarını, yol, bulurlar, kendileri, kendi, kötü, bir, davranışı, davranış, gerçekleştirmiş, gerçekleştirmek, olurlar, olmak, kendini, kendi, büsbütün, ibadete, ibadet, verip, dünyadan, dünya, elini, el, eteğini, etek, çeken, kişiler, kişi, kinaye, yollu, yol, söylenir",1,
231236,Gece işi kör işi,#ERROR!,"# Gece yapılan iş, körlerin yaptığı iş gibi özensiz olur. Çünkü ışık yetersizliği, işin bütün incelikleriyle yapılmasına olanak vermez. Bu nedenle işlerimizi gündüz yapmayı yeğlemeliyiz. ","gece, yapılan, yapılanmak, iş, körlerin, kör, yaptığı, yapmak, iş, özensiz, özen, olur, ışık, yetersizliği, yetersiz, işin, iş, bütün, incelikleriyle, incelik, yapılmasına, olanak, vermez, vermek, nedenle, neden, işlerimizi, iş, gündüz, yapmayı, yapmak, yeğlemeliyiz, yeğlemek","gece, yapılan, yapmak, iş, körlerin, kör, yaptığı, yapmak, iş, özensiz, özen, olur, ışık, yetersizliği, yetersiz, işin, iş, bütün, incelikleriyle, incelik, yapılmasına, olanak, vermez, vermek, nedenle, neden, işlerimizi, iş, gündüz, yapmayı, yapmak, yeğlemeliyiz, yeğlemek",1,
231237,"Gece yağar gündüz açar, yıl düzgünlüğü; erkek söyler kadın susar, ev düzgünlüğü",#ERROR!,"# Gece yağmur yağar, gündüz güneş açarsa o yıl uğurlu, bereketli olur. Erkek istediğini söylerde kadın susarsa o evde dirlik düzenlik olur. ","gece, yağmur, yağar, yağmak, gündüz, güneş, açarsa, açar, yıl, yılmak, uğurlu, uğur, bereketli, bereket, olur, erkek, istediğini, istemek, söylerde, söyler, kadın, susarsa, susamak, evde, ev, dirlik, düzenlik, düzen, olur","gece, yağmur, yağar, yağmak, gündüz, güneş, açarsa, açmak, yıl, uğurlu, uğur, bereketli, bereket, olur, erkek, istediğini, istemek, söylerde, söylemek, kadın, susarsa, susmak, evde, ev, dirlik, düzenlik, düzen, olur",1,
231235,Geceler gebedir,#ERROR!,# Her sabah uyandığımız zaman yeni yeni olaylarla karşılaşırız.,"sabah, uyandığımız, uyanmak, zaman, yeni, yeni, olaylarla, olay, karşılaşırız, karşılaşmak","sabah, uyandığımız, uyanmak, zaman, yeni yeni, olaylarla, olay, karşılaşırız, karşılaşmak",1,
17408,Geç olsun da güç olmasın,#ERROR!,"# ""Yapılan işlerin başarıya ulaşması ve birtakım engellerin ortadan kaldırılması için fazla zaman harcanmasının ziyanı yoktur"" anlamında bir söz. ","yapılan, yapılanmak, işlerin, iş, başarıya, başarı, ulaşması, ulaşmak, birtakım, engellerin, engel, ortadan, orta, kaldırılması, kaldırmak, fazla, zaman, harcanmasının, ziyanı, ziyan, yoktur, yok, anlamında, anlam, bir, söz","yapılan, yapmak, işlerin, iş, başarıya, başarı, ulaşması, ulaşmak, birtakım, engellerin, engel, ortadan, orta, kaldırılması, kaldırmak, fazla, zaman, harcanmasının, ziyanı, ziyan, yoktur, yok",1,
213804,"Geçmişe mazi, yenmişe kuzu derler",#ERROR!,"# ""geçmişte kalan olayların üzerinde durulmasında bir yarar yoktur"" anlamında bir söz.","geçmişte, geçmiş, kalan, olayların, olay, üzerinde, durulmasında, durulmak, bir, yarar, yoktur, yok, anlamında, anlam, bir, söz","geçmişte, geçmiş, kalan, olayların, olay, üzerinde, durulmasında, durulmak, bir, yarar, yoktur, yok",1,
231246,Gel demek kolay ama git demek güçtür,#ERROR!,"# Bir kimseyi işe almak, bir konuk çağırmak kolaydır. İnsan bunları severek yapar. Ancak birkimsenin işine son vermek, konuğa git demek kolay değildir. Onun için bir kimseye gel demedenönce uzun uzun düşünmek gerektir. ","bir, kimseyi, kimse, işe, işemek, almak, bir, konuk, çağırmak, kolaydır, kolay, i, nsan, bunları, bun, severek, sevmek, yapar, ancak, birkimsenin, işine, iş, son, vermek, konuğa, konuk, git, gitmek, demek, kolay, değildir, değil, onun, onmak, bir, kimseye, kimse, gel, gelmek, demedenönce, uzun, uzun, düşünmek, gerektir, gerek","bir, kimseyi, kimse, işe, iş, almak, bir, konuk, çağırmak, kolaydır, kolay, insan, bunları, severek, sevmek, yapar, ancak, bir, kimsenin, işine, iş, son, vermek, konuğa, konuk, git, gitmek, demek, kolay, değildir, değil, onun, bir, kimseye, kimse, gel, gelmek, demeden, önce, uzun uzun, düşünmek, gerektir, gerek",1,"('Gel demek kolay, git demek güçtür', 96, 181573)"
181573,"Gel demek kolay, git demek güçtür",#ERROR!,"#Bir konuğu davet etmek, bir insana iş bulup onu yerleştirmek kolay ve zevk verici uğraşlardır. Ama sıkıntı veren konuğa git demek, işini hafife alan kimseye işe gelme demek çok zordur.","bir, konuğu, konuk, davet, etmek, bir, insana, insan, iş, bulup, onu, on, yerleştirmek, yerleşmek, kolay, zevk, verici, uğraşlardır, uğraş, sıkıntı, veren, vere, konuğa, konuk, git, gitmek, demek, işini, iş, hafife, hafif, alan, kimseye, kimse, işe, işemek, gelme, gelmek, demek, zordur, zor","bir, konuğu, konuk, davet, etmek, bir, insana, insan, iş, bulup, onu, yerleştirmek, kolay, zevk, verici, uğraşlardır, uğraş, sıkıntı, veren, vermek, konuğa, konuk, git, gitmek, demek, işini, iş, hafife, hafif, alan, kimseye, kimse, işe, iş, gelme, gelmek, demek, zordur, zor",1,
231247,Gel denilen yere gitmeye ar eyleme; gelme denilen yere gidip yerini dar eyleme,#ERROR!,"# Gel dedikleri yere gitmekten utanma, çekinme. Gelme dedikleri yere de gitme. Gidersen yüzvermezler, yer göstermezler. ","gel, gelmek, dedikleri, demek, yere, yer, gitmekten, gitmek, utanma, utanmak, çekinme, çekinmek, gelme, gelmek, dedikleri, demek, yere, yer, gitme, gitmek, gidersen, gider, yüzvermezler, yer, yermek, göstermezler, göstermek","gel, gelmek, dedikleri, demek, yere, yer, gitmekten, gitmek, utanma, utanmak, çekinme, çekinmek, gelme, gelmek, dedikleri, demek, yere, yer, gitme, gitmek, gidersen, gitmek, yüz, vermezler, yer, göstermezler, göstermek",1,
231238,"Geldik yüze, çıktık düze",#ERROR!,# Kasımın yüzüncü günü ( Şubat) olunca kışın en azgın günleri geride kalır. Mevsim artık çok sıkıntı vermeden geçer.,"kasımın, kasım, yüzüncü, günü, şubat, olunca, kışın, azgın, günleri, gün, geride, geri, kalır, mevsim, artık, sıkıntı, vermeden, vermek, geçer","kasımın, kasım, yüzüncü, günü, şubat, olunca, kışın, azgın, günleri, gün, geride, geri, kalır, mevsim, artık, sıkıntı, vermeden, vermek, geçer",0,
231239,"Gelen geçer, konan göçer",#ERROR!,# Dünyada hiçbir şey sürekli olarak aynı durumda kalmaz. Özellikle insanlar yerlerini sık sık değiştirirler.,"dünyada, hiçbir, sürekli, olarak, aynı, durumda, durum, kalmaz, kalmak, özellikle, insanlar, insan, yerlerini, yer, sık, sıkmak, sık, sıkmak, değiştirirler, değişmek","dünyada, hiçbir, sürekli, olarak, aynı, durumda, durum, kalmaz, kalmak, özellikle, insanlar, insan, yerlerini, yer, sık sık, değiştirirler, değiştirmek",1,
231240,Gelen gidene rahmet okutur,#ERROR!,"# Beğenmediğimiz ve işten ayrılmasını dilediğimiz bir kişi yerine çoğu zaman öyle birisi gelir ki, nerede eskisi? O çok iyiydi dedirtir. ","beğenmediğimiz, beğenmek, işten, iş, ayrılmasını, ayrılmak, dilediğimiz, dilemek, bir, kişi, yerine, çoğu, zaman, öyle, birisi, biri, gelir, eskisi, eski, iyiydi, iyi, dedirtir, dedirmek","beğenmediğimiz, beğenmek, işten, iş, ayrılmasını, ayrılmak, dilediğimiz, dilemek, bir, kişi, yerine, çoğu, zaman, öyle, birisi, biri, gelir, eskisi, eski, iyiydi, iyi, dedirtir, dedirtmek",1,
181572,Gelen gideni aratır,#ERROR!,"# ""Tanışılan kişiler,unutulanlardan daha büyük hatalar yapabilir "" anlamında bir söz.","tanışılan, tanışmak, kişiler, kişi, unutulanlardan, unutmak, büyük, hatalar, hata, yapabilir, anlamında, anlam, bir, söz","tanışılan, tanışmak, kişiler, kişi, unutulanlardan, unutmak, büyük, hatalar, hata, yapabilir",1,
